TITLE,AUTHOR,HATHI_ID,PUBLISHER,YEAR,GENDER,RACE,NATIONALITY,GENRE,YEAR_CORRECT
A growing wonder.,"Dolson, Hildegarde.",uc1.$b101678,New York|Random House|1957,1957,female,white,american,ROM,1957
"The goblins of Eros, | $c: [by] Warren Eyster.","Eyster, Warren,",inu.30000108719406,New York|Random House|1957,1957,male,white,american,LIT,1957
The town / | $c: William Faulkner.,"Faulkner, William,",mdp.39015003343897,New York|Random House|1957.,1957,M,Caucasian,American,LIT,1957
Bon voyage! / | $c: by Marrijane and Joseph Hayes.,"Hayes, Marrijane,",uc1.$b102603,New York|Random House|c1957.,1957,male,white,american,LIT,1957
"Famous science-fiction stories: adventures in time and space, | $c: edited by Raymond J. Healy and J. Francis McComas.","Healy, Raymond J.",mdp.39015030928876,"New York|Random House|1957, c1956",1957,M,Caucasian?,American,SCI,1957
The love-seekers.,"Hornblow, Leonora,",uc1.b3687957,New York|Random House|1957,1957,female,white,american,ROM,1957
"Medieval romances, | $c: edited by Roger Sherman Loomis and Laura Hibbard Loomis.","Loomis, Roger Sherman,",uc1.32106006477274,New York|Random House|1957,1957,male,white,american,LIT,1957
An air that kills.,"Millar, Margaret,",mdp.39015050607947,New York|Random House|1957,1957,F,Caucasian,American,DET,1957
The pursuit of love.,"Mitford, Nancy,",mdp.39015011213959,"New York|Random House|1957, c1945",1957,female,white,british,ROM,1957
Original sin. | $c: Translated from the Italian by Ben Johnson.,"Rimanelli, Giose,",uc1.b3589786,New York|Random House|1957,1957,M,Caucasian,American,DET,1957
The return of Lady Brace.,"Ross, Nancy Wilson,",mdp.39015005743078,New York|Random House|1957,1957,female,white,american,ROM,1957
"Tip on a dead jockey, | and other stories.","Shaw, Irwin,",uc1.b4088997,New York|Random House|1957,1957,male,white,american,DET,1957
The rain and the fire and the will of God.,"Wetzel, Donald.",uc1.$b105877,New York|Random House|1957,1957,male,white,american,YA,1957
An Old-Fashioned Girl,"Alcott, Louisa May",,Random House,1958,F,Caucasian,American,ROM,1995
American Owned Love,"Boswell, Robert",,Random House,1958,M,Caucasian,American,ROM,1997
Altered States,"Brookner, Anita",,Random House,1958,F,white,British,LIT,"1997, 1996"
Amaze Your Friends,"Doyle, Peter",,Random House,1958,M,Caucasian,Australian,DET,1998
American Tabloid,"Ellroy, James",,Random House,1958,M,Caucasian,American,LIT,1995
And Presumed Dead,"Fletcher, Lucille",,Random House,1958,F,Caucasian,American,DET,1963
An Extraordinary Egg,"Lionni, Leo",,Random House,1958,M,Caucasian,Italian,YA,1994
Anastasia On Her Own,"Lowry, Lois",,Random House,1958,F,Caucasian,American,YA,1992
"Anastasia, Absolutely","Lowry, Lois",,Random House,1958,F,Caucasian,American,YA,1996
An Obvious Enchantment,"Malarkey, Tucker",,Random House,1958,F,Caucasian,American,ROM,2000
Amsterdam,"Mcewan, Ian",,Random House,1958,M,Caucasian,British,LIT,1999
An Insular Possession,"Mo, Timothy",,Random House,1958,M,Asian,British,HIST,1987
Amor Sin Fronteras,"Ryan, Nan",,Random House,1958,F,Caucasian,American,ROM,"2000, 1997"
An Evening Of Brahms,"Sennett, Richard",,Random House,1958,M,Caucasian,American,LIT,1984
Amethyst Dreams,"Whitney, Phyllis A",,Random House,1958,F,Caucasian,American,ROM,1997
"The seven that were hanged, and other stories.","Andreyev, Leonid,",uc1.32106010905179,New York|Random House|1958,1958,male,white,russian,LIT,1958
A glass rose.,"Bankowsky, Richard,",uc1.b3727284,New York|Random House|1958,1958,M,white,American,LIT,1958
"Victoria at night, | and other stories.","Beigel, Uli,",uc1.b3115548,New York|Random House|1958,1958,na,na,na,LIT,1958
The mission.,"Brelis, Dean.",uc1.$b86093,New York|Random House|1958,1958,male,white,american,DET,1958
Breakfast at Tiffany's; | a short novel and three stories.,"Capote, Truman,",mdp.39015000525611,New York|Random House|1958,1958,male,white,american,DET,1958
Anecdotes of destiny | $c: [by] Isak Dinesen [pseud.],"Dinesen, Isak,",uc1.32106006459629,New York|Random House|1958,1958,F,Caucasian,Danish,LIT,1958
The horn.,"Holmes, John Clellon,",uc1.b3462094,New York|Random House|1958,1958,male,white,american,LIT,1958
"The New England story, | a novel.","Hough, Henry Beetle,",uc1.$b102956,New York|Random House|1958,1958,male,white,american,HIST,1958
The underground city.,"Humes, H. L. (Harold Louis),",uc1.b4095418,New York|Random House|1958,1958,male,white,american,DET,1958
"Flashes in the night; | a collection of stories from contemporary Hungary, | $c: edited by William Juhasz and Abraham Rothberg, under the auspices of the East Europe Institute.","Juh_í_Œ‚í_Œé____í_Œ‚í_Œé__sz, William,",mdp.39015011426221,New York|Random House|1958,1958,male,white,hungarian,LIT,1958
The sibyl. | $c: Translated by Naomi Walford.,"Lagerkvist, Pa__í_Œ‚í_Œé___í_Œ‚í_Œé__r,",inu.32000001293622,New York|Random House|1958,1958,male,white,swedish,FAN,1958
Let no man write my epitaph.,"Motley, Willard,",mdp.39015014637402,New York|Random House|1958,1958,male,afam,american,DET,1958
From the terrace : | a novel / | $c: by John O'Hara.,"O'Hara, John,",mdp.39015000551310,New York|Random House|1958.,1958,M,Caucasian,American,LIT,1958
Let us find heroes.,"Solon, Gregory,",uc1.$b105523,New York|Random House|1958,1958,M,na,na,LIT,1958
They came to Cordura.,"Swarthout, Glendon,",mdp.39015009358055,New York|Random House|1958,1958,male,white,american,LIT,1958
Angel,"Bradford, Barbara Taylor",,Random House,1959,F,Caucasian,American,LIT,1993
Angels & Demons,"Brown, Dan",,Random House,1959,M,Caucasian,American,LIT,2000
Any Old Iron,"Burgess, Anthony",,Random House,1959,M,Caucasian,British,FAN,1989
Angels & Insects,"Byatt, A S",,Random House,1959,F,Caucasian,British,ROM,1992
Angels And Insects,"Byatt, A S",,Random House,1959,F,Caucasian,British,LIT,1993
And Then A Harvest Feast,"Dennison, George",,Random House,1959,M,Caucasian,American,YA,1972
"Another City, Not My Own","Dunne, Dominick",,Random House,1959,M,Caucasian,American,LIT,1997
Another Man'S Murder,"Eberhart, Mignon Good",,Random House,1959,F,white,American,DET,1957
Annie,"Ehrlich, Amy",,Random House,1959,F,Caucasian,American,YA,1982
Annie And The Kidnappers,"Ehrlich, Amy",,Random House,1959,F,Caucasian,American,YA,1982
Annie Finds A Home,"Ehrlich, Amy",,Random House,1959,F,Caucasian,American,YA,1982
April Morning,"Fast, Howard",,Random House,1959,M,Caucasian,American,HIST,1961
Antonio'S World,"Figueroa, John",,Random House,1959,M,Caucasian,Jamaican,YA,1970
Anna Lmno,"Glasscock, Sarah",,Random House,1959,F,,,ROM,1988
Andie Out Of Control,"Hart, Alison",,Random House,1959,F,Caucasian,American,YA,1994
Andie Shows Off,"Hart, Alison",,Random House,1959,F,Caucasian,American,YA,1994
Andie'S Risky Business,"Hart, Alison",,Random House,1959,F,Caucasian,American,YA,1995
Anna Banana,"Hoffman, Rosekrans",,Random House,1959,F,Caucasian,American,YA,1975
Annie Joins The Circus,"Howe, James",,Random House,1959,M,Caucasian,American,YA,1982
Annie Finds Sandy,"Manushkin, Fran",,Random House,1959,F,Caucasian,American,YA,1982
Anne Of Green Gables,"Montgomery, L M",,Random House,1959,F,Caucasian,Canadian,ROM,1994
Angels On The Roof,"Moore, Martha",,Random House,1959,F,Caucasian,American,YA,2000
Appointment In Samarra,"O'Hara, John",,Random House,1959,M,Caucasian,American,LIT,1975
Appointment In Samarra Butterfield 8 Hope Of Heaven,"O'Hara, John",,Random House,1959,M,Caucasian,American,LIT,1968
Annie'S Rainbow,"Oliver, Diana",,Random House,1959,F,white,,YA,1993
Anil'S Ghost,"Ondaatje, Michael",,Random House,1959,M,South Asian,Canadian,DET,2000
Animal Farm,"Orwell, George",,Random House,1959,M,Caucasian,British,LIT,1993
Any War Will Do,"Pace, Eric",,Random House,1959,M,Caucasian?,,DET,1973
Animals In The Woods,"Roosevelt, Michele Chopin",,Random House,1959,F,,,YA,1981
Tenderloin.,"Adams, Samuel Hopkins,",uc1.$b86202,New York|Random House|c1959,1959,M,Caucasian,American,LIT,1959
The baron in the trees / | $c: Italo Calvino ; translated by Archibald Colquhoun.,"Calvino, Italo.",mdp.39015040109038,New York|Random House|c1959.,1959,M,Caucasian,Italian,FAN,1959
"The two-headed reader / | $c: by Richard Condon, being his two most celebrated novels: The oldest confession, The Manchurian candidate; Complete and unabridged","Condon, Richard",uc1.32106014453432,New York|Random House|c1959,1959,M,white,American,LIT,1959
The great imposter.,"Crichton, Robert.",pst.000027902394,New York|Random House|1959].,1959,M,Caucasian,American,LIT,1959
Praise a fine day.,"De Lima, Sigrid.",uc1.b3346548,New York|Random House|1959,1959,female,na,american,ROM,1959
The mansion.,"Faulkner, William,",mdp.39015003343871,New York|Random House|1959,1959,male,white,american,LIT,1959
"Chant of the hawk, | $c: by John & Margaret Harris.","Harris, John,",uc1.$b100759,New York|Random House|1959,1959,male,white,british,WEST,1959
"Act one, an autobiography.","Hart, Moss,",uc1.b3571229,New York|Random House|1959,1959,male,white,american,LIT,1959
Providence Island.,"Hawkes, Jacquetta,",uc1.b3346842,New York|Random House|1959,1959,female,white,british,SCI,1959
"Face of my assassin, | a novel,","Huckins, Jan.",uc1.$b803257,New York|Random House|1959,1959,na,na,na,LIT,1959
Blow up a storm.,"Kanin, Garson,",mdp.39015049869988,New York|Random House|1959,1959,M,Caucasian,American,HIST,1959
"Death casts a long shadow, | $c: [by] Anthony Gilbert [pseud.]","Malleson, Lucy Beatrice,",osu.32435010349330,New York|Random House|c1959.,1959,female,white,american,DET,1959
"Brown girl, brownstones.","Marshall, Paule,",mdp.39015054095792,New York|Random House|1959,1959,female,white,american,LIT,1959
Hawaii.,"Michener, James A. (James Albert),",mdp.39015054095982,New York|Random House|1959,1959,male,white,american,LIT,1959
We the living.,"Rand, Ayn.",pst.000007312977,New York|Random House|1959].,1959,F,Caucasian,American,LIT,1959
The gray flannel shroud.,"Slesar, Henry.",uc1.$b450622,New York|Random House|1959,1959,male,white,american,DET,1959
Miss America.,"Stern, Daniel,",uc1.b4368515,New York|Random House|1959,1959,M,Caucasian,American,ROM,1959
The master of Badger's Hall.,"Treece, Henry,",uc1.$b106011,New York|Random House|1959,1959,M,Caucasian,British,HIST,1959
Men and gods.,"Warner, Rex,",inu.30000011840422,New York|Looking Glass Library; distributed by Random House|1959,1959,M,white,British,FAN,1959
The cave / | $c: Robert Penn Warren.,"Warren, Robert Penn,",mdp.39015050982456,New York|Random House|c1959.,1959,male,white,american,LIT,1959
At heaven's gate.,"Warren, Robert Penn,",mdp.39015000665359,"New York|Random House|1959, c1943",1959,M,Caucasian,American,LIT,1959
Athena,"Banville, John",,Random House,1960,M,Caucasian,Irish,DET,1995
Armadillo,"Boyd, William",,Random House,1960,M,Caucasian,Scottish,LIT,1998
Babel Tower,"Byatt, A S",,Random House,1960,F,Caucasian,British,LIT,1996
Back On Track,"Clark, M D",,Random House,1960,F,Caucasian,Nationality,ROM,1995
Baseball Ballerina,"Cristaldi, Kathryn",,Random House,1960,F,,,YA,1992
"Babe, The Sheep Pig","Erik, Ted",,Random House,1960,M,,,YA,1998
Are You My Friend Today?,"Fujikawa, Gyo",,Random House,1960,F,Asian,American,YA,1988
Arizona,"Garfield, Brian",,Random House,1960,M,,American,WEST,1968
Basket Weaver And Catches Many Mice,"Gill, Janet",,Random House,1960,F,,,YA,1999
Artifact Of Evil,"Gygax, Gary",,Random House,1960,M,Caucasian,American,YA,1986
Aswan!,"Heim, Michael",,Random House,1960,,,,HIST,1972
Asya,"Ignatieff, Michael",,Random House,1960,M,Caucasian,Canadian,LIT,1991
Arrival,"Irvine, Abigail",,Random House,1960,,,,FAN,1989
Balto And The Great Race,"Kimmel, Elizabeth Cody",,Random House,1960,F,Caucasian,American,YA,"2000, 1999"
"Babe, Pig In The City","Korman, Justine",,Random House,1960,F,white,American,YA,1998
Avalovara,"Lins, Osman",,Random House,1960,M,Latinx?,Brazilian,ROM,1980
Babe,"Loehr, Mallory",,Random House,1960,F,Caucasian,American,YA,1999
Autumn Street,"Lowry, Lois",,Random House,1960,F,Caucasian,American,LIT,"1986, 1980"
Archer At Large,"Macdonald, Ross",,Random House,1960,M,Caucasian,American,DET,1970
Archer In Hollywood,"Macdonald, Ross",,Random House,1960,M,Caucasian,American,DET,1967
Archer In Jeopardy,"Macdonald, Ross",,Random House,1960,M,Caucasian,American,DET,1979
As Long As We Both Shall Live,"Mcdaniel, Lurlene",,Random House,1960,F,Caucasian,American,ROM,1997
Banjo,"Peck, Robert Newton",,Random House,1960,M,Caucasian,American,YA,1982
Atlas Shrugged,"Rand, Ayn",,Random House,1960,F,Caucasian,American,SCI,1957
"Bambi'S Children,","Salten, Felix",,Random House,1960,M,Caucasian,Austrian,YA,1950
Arctic Front WW III,"Slater, Ian",,Random House,1960,M,Caucasian,Canadian,DET,1994
Astronauts Are Sleeping,"Standiford, Natalie",,Random House,1960,F,Caucasian,American,LIT,1996
"Barchester Towers, And The Warden","Trollope, Anthony",,Random House,1960,M,Caucasian,British,LIT,1950
Around The World In Eighty Days,"Verne, Jules",,Random House,1960,M,Caucasian,French,YA,1994
The winter after this summer.,"Ellin, Stanley.",mdp.39015002725136,New York|Random House|1960,1960,male,white,american,LIT,1960
The interns.,"Frede, Richard.",uc1.b4095523,New York|Random House|1960,1960,male,white,american,LIT,1960
Girl on a wing.,"Glemser, Bernard,",uc1.b3834556,New York|Random House|1960,1960,male,white,british,ROM,1960
The faces of blood kindred; | a novella and ten stories.,"Goyen, William.",mdp.39015030746435,New York|Random House|1960,1960,M,Caucasian,American,LIT,1960
The bridge /,"Gregor, Manfred.",mdp.39015008259536,New York|Random house|1960.,1960,male,white,american,LIT,1960
An Anthology of Russian literature in the Soviet period form Gorki to Pasternak.,"Guerney, Bernard Guilbert,",mdp.39015011329326,New York|Random House|1960.,1960,male,white,"russian, american",LIT,1960
"A step in the river, | a novel.","Gwaltney, Francis Irby,",osu.32435068286004,New York|Random House|c1960,1960,M,Caucasian,American,LIT,1960
The Odyssey. | $c: Translated by Ennis Rees.,Homer.,mdp.39015008245246,New York|Random House|1960,1960,male,white,greek,LIT,1960
The cozy hour storybook / | $c: Illustrated by Leonard Weisgard. Prepared under the supervision of Josette Frank.,"Kramer, Nora,",pst.000007801778,New York|Random House|c1960].,1960,F,Caucasian,American,YA,1960
A stranger in my grave.,"Millar, Margaret,",uc1.b4107923,New York|Random House|1960,1960,F,Caucasian,American,DET,1960
"Old Rosie, the horse nobody understood / | $c: by Lilian Moore and Leone Adelson ; illustrated by Leonard Shortall.","Moore, Lilian.",pst.000006365738,New York|Random House|1960].,1960,F,Caucasian,American,YA,1960
The witching ship / | $c: Frederic Morton.,"Morton, Frederic.",mdp.39015014136819,New York|Random House|1960.,1960,M,Caucasian,American,LIT,1960
Ourselves to know : | a novel / | $c: by John O'Hara.,"O'Hara, John,",mdp.39015000551138,New York|Random House|1960.,1960,M,Caucasian,American,LIT,1960
Sermons and soda-water.,"O'Hara, John,",uc1.b3347000,New York|Random House|1960,1960,M,Caucasian,American,LIT,1960
Venetian red.,"Pasinetti, P. M.",mdp.39015066608624,New York|Random House|1960.,1960,male,white,italian,LIT,1960
Two weeks in another town.,"Shaw, Irwin,",uc1.32106008497783,New York|Random House|1960,1960,male,white,american,DET,1960
Out of the red.,"Stinnett, Caskie.",uc1.$b105716,New York|Random House|1960,1960,male,white,american,DET,1960
New shoes / | $c: Illustrated by Vaike Low.,"Streatfield, Noel.",pst.000033336916,New York|Random House|1960].,1960,female,white,british,YA,1960
Set this house on fire.,"Styron, William,",mdp.39015010204827,New York|Random House|1960,1960,M,Caucasian,American,LIT,1960
Where the boys are.,"Swarthout, Glendon Fred.",uc1.$b105382,New York|Random House|1960,1960,M,Caucasian,American,ROM,1960
Tropical paradise.,"Sylvester, Robert,",pst.000005752959,New York|Random House|1960].,1960,male,white,american,LIT,1960
Before you go.,"Weidman, Jerome,",mdp.39015014858875,New York|Random House|1960,1960,M,Caucasian,American,ROM,1960
The war of the worlds. | $c: Illustrated by Edward Gorey.,"Wells, H. G. (Herbert George),",uc1.32106001960225,New York|Epstein and Carroll Associates]; distributed by Random House|1960,1960,male,white,british,SCI,1960
Better Get Your Angel On,"Allen, Jennifer",,Random House,1961,F,Caucasian,American,FAN,1989
Beef Stew,"Brenner, Barbara",,Random House,1961,F,,American,YA,1990
Battle Born,"Brown, Dale",,Random House,1961,M,,American,DET,1999
Beyond The Chocolate War,"Cormier, Robert",,Random House,1961,M,Caucasian,American,YA,1985
Battle Road,"Jackson, Steve",,Random House,1961,M,Caucasian,American,YA,1986
Be A Pirate!,"Kaufmann, Bill",,Random House,1961,M,Caucasian?,,YA,1984
Be Cool,"Leonard, Elmore",,Random House,1961,M,Caucasian,American,DET,1999
Best Enemies,"Leverich, Kathleen",,Random House,1961,F,Caucasian?,American,YA,1990
"Beyond Apollo,","Malzberg, Barry N",,Random House,1961,M,Caucasian,American,SCI,1972
Belong To Me,"Maristed, Kai",,Random House,1961,F,Caucasian,American,DET,1998
Beyond Human Ken,"Merril, Judith",,Random House,1961,F,Caucasian,Canadian,SCI,1952
Beneath The Southern Cross,"Nunn, Judy",,Random House,1961,F,Caucasian,Australian,LIT,1999
"Best Wishes, Joe Brady","Osborne, Mary Pope",,Random House,1961,F,Caucasian,American,YA,"1994, 1984"
Bedford Square,"Perry, Anne",,Random House,1961,F,Caucasian,British,DET,1981
Beware Of Caesar,"Sheean, Vincent",,Random House,1961,M,Caucasian,American,HIST,1965
Be The One,"Smith, April",,Random House,1961,F,Caucasian,American,DET,2000
